Fecha_publicacion,username,Texto_tuit,nombre_tw,location,description,followers_count,geo_location,PARTIDO_COALICION,ENTIDAD,NOMBRE_CANDIDATO,EDAD
Fri Mar 05 20:36:08 +0000 2021,jahfraguas,"Hoy se celebra el Día Internacional de la Eficiencia Energética.  En México, las reformas a la #LeyDeLaIndustriaEléctrica aprobadas por el Senado, representan un retroceso en la materia. Corresponde al Estado la rectoría para garantizar que esta sea integral y sustentable. https://t.co/DOhJU1sYq0",Toño Hernández Fraguas,"Oaxaca de Juárez, Oaxaca",Orgulloso oaxaqueño.,13121,True ,Va Por Mexico,OAXACA,JOSE ANTONIO HERNANDEZ FRAGUAS,63
Thu Sep 07 22:25:14 +0000 2017,jahfraguas,"Conoce el Programa de Gestión Integral de Residuos Sólidos Urbanos. Con tu ayuda, construimos el Oaxaca sustentable que queremos. #YoMeSumo https://t.co/zTtNRXf62j",Toño Hernández Fraguas,"Oaxaca de Juárez, Oaxaca",Orgulloso oaxaqueño.,13121,True ,Va Por Mexico,OAXACA,JOSE ANTONIO HERNANDEZ FRAGUAS,63
Wed Sep 06 23:28:56 +0000 2017,jahfraguas,Con el Programa de Movilidad Sustentable encaminamos esfuerzos para construir una capital sustentable. #TrabajandoCumplimos https://t.co/uvtMwMNNMi,Toño Hernández Fraguas,"Oaxaca de Juárez, Oaxaca",Orgulloso oaxaqueño.,13121,True ,Va Por Mexico,OAXACA,JOSE ANTONIO HERNANDEZ FRAGUAS,63
Mon May 17 18:58:43 +0000 2021,narcisocazares,#HOY en la Col. Arboledas de Loma Bella con @gianfrancopizar. Proponemos adoptar un modelo Económico Solidario y Sostenible al que tendrían derecho todxs los mexicanxs por ser ciudadanxs.  En el #PES trabajamos por una asignación inteligente de recursos para una vida digna ✅💜 https://t.co/U2AG1wKtzC,Narciso Cazares Dattoli,"Puebla, Mexico","Ciudadano comprometido con las ideas, la participación y la escucha continua.",183,False ,Partido Encuentro Solidario,PUEBLA,NARCISO CAZARES DATTOLI,51
Thu May 13 22:00:18 +0000 2021,narcisocazares,"Tenemos frente a nosotrxs la última llamada para actuar y convertirnos en una sociedad más sostenible. En el #PES, trabajamos por un #PactoVerde 🍃 para prevenir y procurar la recuperación de nuestro medio ambiente.  #PorLaVidaYLaFamilia #VotaPES https://t.co/yiKaAjcWhk",Narciso Cazares Dattoli,"Puebla, Mexico","Ciudadano comprometido con las ideas, la participación y la escucha continua.",183,False ,Partido Encuentro Solidario,PUEBLA,NARCISO CAZARES DATTOLI,51
Fri Apr 30 14:00:45 +0000 2021,narcisocazares,"En 2020 y 2021 lxs niñxs han demostrado su capacidad de resiliencia y adaptación. Ellxs pueden tener preocupaciones, temores y dudas sobre lo que está pasando y es importante que sepan que su familia les apoya y cuida en todo momento. #DíaDelNiñoYDeLaNiña #PorLaVidaYLaFamilia 💜 https://t.co/kXBFSaHYU2",Narciso Cazares Dattoli,"Puebla, Mexico","Ciudadano comprometido con las ideas, la participación y la escucha continua.",183,False ,Partido Encuentro Solidario,PUEBLA,NARCISO CAZARES DATTOLI,51
Wed Apr 14 15:01:36 +0000 2021,narcisocazares,"¿Te has preguntado a dónde van a parar tus residuos?La falta de cultura ecológica ocasiona riesgos para todos y todas. Implementar sistemas eficientes de limpieza, reciclaje y aprendizaje podría ayudar a reducir la contaminación en distintas áreas de Puebla. #PorLaVidaYLaFamilia https://t.co/az0FVoNa00",Narciso Cazares Dattoli,"Puebla, Mexico","Ciudadano comprometido con las ideas, la participación y la escucha continua.",183,False ,Partido Encuentro Solidario,PUEBLA,NARCISO CAZARES DATTOLI,51
Wed Mar 10 16:01:16 +0000 2021,narcisocazares,"El cambio climático tiene impacto en la salud, por ejemplo produciendo inseguridad alimentaria y desnutrición, aumentando olas de calor o algunas enfermedades. No podemos perder de vista que la sindemia global afecta en mayor grado a los países con poblaciones más pobres. https://t.co/GjZljaS1tE",Narciso Cazares Dattoli,"Puebla, Mexico","Ciudadano comprometido con las ideas, la participación y la escucha continua.",183,False ,Partido Encuentro Solidario,PUEBLA,NARCISO CAZARES DATTOLI,51
Mon Dec 17 22:16:37 +0000 2018,javierboficial,Hoy presentamos una iniciativa en @Mx_Diputados para reforzar el programa de “chatarización”; es decir ayudar a los transportistas a renovar su parque vehicular y reducir la contaminación y los accidentes en carreteras @CONATRAM @mario_delgado1 @canacarmexico https://t.co/LOFyE3llRO,Javier Borrego,"Francisco I. Madero, Coahuila","Nacido en Francisco I. Madero Coahuila, empresario transportista, hijo de padres campesinos.",1092,True ,Juntos Hacemos Historia,COAHUILA,FRANCISCO JAVIER BORREGO ADAME,66
Fri Nov 27 15:42:56 +0000 2020,marumucinom,"Hoy conmemoramos el Día Nacional de la #Conservación, el cual se lleva a cabo desde el año 2001. Proteger la biodiversidad no sólo es un tema de interés para los ecologistas o académicos, es un asunto que nos compete a todos.  #TolucaCapital https://t.co/QKnBfLxKkz",María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Mon Aug 03 00:06:01 +0000 2020,marumucinom,¡En equipo podemos lograr muchas cosas!   Hoy en #Tecaxic llevamos a cabo una jornada de reforestación 🌳 como parte de las acciones que llevaremos a cabo para preservar nuestro medio ambiente. #TolucaCapital https://t.co/tLPiLK9Nqw,María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Wed Mar 18 17:30:54 +0000 2020,marumucinom,"El 18 de marzo de 1938 se nacionalizó la industria del petróleo por decreto del presidente Lázaro Cárdenas del Río, hecho histórico que permitió devolver a los mexicanos lo que nos pertenece.  #ExpropiaciónPetrolera https://t.co/BMJ2vofiJv",María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Thu Dec 26 16:23:30 +0000 2019,marumucinom,"Recuerden que en #TolucaCapital se activó la contingencia ambiental por mala calidad del aire, si se respeta podremos desempeñar nuestras actividades con normalidad más rápidamente https://t.co/BXmI4iokyv",María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Mon Jul 08 15:34:44 +0000 2019,marumucinom,Durante la temporada vacacional es muy importante redoblar los cuidados al medio ambiente. 🌳   Les comparto esta “Guía Para el Viajero Sustentable! https://t.co/LuBJG9vmGo,María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Thu Jun 06 18:33:56 +0000 2019,marumucinom,"Ayer acudí al inicio del “Foro Internacional sobre la Calidad del Aire en la Zona Metropolitana del Valle de Toluca”, donde se pidió actuar de inmediato para atender la problemática ambiental.  ¡Juntos podemos contribuir para mejorar nuestro entorno! https://t.co/4CuglEU22n",María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Fri May 31 17:48:40 +0000 2019,marumucinom,"Cuidar nuestro medio ambiente es responsabilidad de todos y es por ello que seguimos en el Parque Alameda 2000, en la reforestación más grande que hasta ahora se haya hecho de #Toluca. 🌲   Estamos obligados a unirnos sociedad y gobierno para revertir un poco el daño. https://t.co/sQicz6aLxm",María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Tue May 21 16:26:41 +0000 2019,marumucinom,"Acciones que implementará el ayuntamiento de #TolucaCapital, para atender el problema de la contaminación en nuestra capital. https://t.co/QKVs0001Q3",María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Thu May 16 01:25:39 +0000 2019,marumucinom,🔴 Organicémonos para limpiar nuestro #México y acabar con la contaminación.  Este próximo domingo salgamos todos a limpiar #TolucaCapital🌲 🛣 🌿 https://t.co/xCLIGmDFX9,María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Sat May 11 22:00:46 +0000 2019,marumucinom,Entre todos podemos revertir el daño ambiental. 🌳 https://t.co/KqrZWW7fjt,María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Thu May 09 23:26:35 +0000 2019,marumucinom,"Por unanimidad de votos, avalamos en sesión de cabildo la integración del Consejo Municipal de Protección a la Biodiversidad y Desarrollo Sostenible (COMPROBIDES).  Quienes lo integran, dominan el tema ambiental a nivel #Toluca y zona metropolitana. ¡Felicidades! #TolucaCapital https://t.co/0Xr7NLVGTn",María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Sun Jan 27 02:07:42 +0000 2019,marumucinom,"Uno de los principales compromisos de esta administración es la promoción y el cuidado de nuestro medio ambiente.   En el Parque Urbano Matlatzincas, “El Calvario”, realizamos distintas actividades, para concientizar sobre la importancia de cuidar nuestro entorno ambiental.  🌎 https://t.co/vxzw2xKDB7",María Eugenia Muciño Martínez,"Toluca, México",Regidora de Toluca. Promotora de la 4T,461,False ,Juntos Hacemos Historia,MÉXICO,MARIA EUGENIA MUCIÑO MARTINEZ,49
Wed Oct 14 17:14:26 +0000 2020,paolagzzcas,"Hoy en la comisión de energía, recibimos a @OctavioRomero_O en @Mx_Diputados , pude hablar con el de los problemas de la Refinería de #Cadereyta , tanto de corrupción, casos de trabajadorxs y entregué peticiones urgentes por el tema ambiental. @Pemex @petrocade @DiputadosMorena https://t.co/msPqDLgKq8",Paola González,"Juárez, Nuevo León","legisladora, mamá, feminista 💜  Diputada Federal de Nuevo León  https://t.co/bqmxYXI6nV…",4949,True ,Juntos Hacemos Historia,NUEVO LEÓN,SANDRA PAOLA GONZALEZ CASTAÑEDA,42
Fri Jun 08 14:55:37 +0000 2018,braguaarturo,"#DiaMundialDeLosOceanos actualmente existe un grave problema de contaminación en nuestros océanos, la cual afecta a más de 600 especies. Hagamos conciencia. @DiputadosPRD_ @NvaIzq @prd_gto @GuanajuatoPRD https://t.co/LihIHWhbsq",Arturo Bravo Guadarrama,"Guanajuato, Capital","Arturo Bravo Guadarrama, Arquitecto de formación, dedicado a la política, con visión de Izquierda.",543,True ,Partido De La Revolución Democrática,NACIONAL,ARTURO BRAVO GUADARRAMA,50
Mon Apr 16 23:37:37 +0000 2018,braguaarturo,"El día de hoy conmemoramos el #DíaMundialContraLaEsclavitudInfantil Ya que un día como hoy pero de 1995 fue asesinado Iqbal Masih, quien a pesar de su corta edad se convirtió, en un activista contra la explotación laboral infantil, hasta que fue asesinado. @DiputadosPRD_ @NvaIzq https://t.co/T3mN5vV9Ji",Arturo Bravo Guadarrama,"Guanajuato, Capital","Arturo Bravo Guadarrama, Arquitecto de formación, dedicado a la política, con visión de Izquierda.",543,True ,Partido De La Revolución Democrática,NACIONAL,ARTURO BRAVO GUADARRAMA,50
Thu Mar 22 20:13:12 +0000 2018,braguaarturo,Comparto con ustedes el posicionamiento del Punto de Acuerdo por el que Exhortó a la @SEMARNAT_mx y a la @PROFEPA_Mx para que declaren a la laguna de Yuriria en Contingencia Ambiental. https://t.co/D9OLD1GBzl  @DiputadosPRD_ @GuanajuatoPRD @PAOTGTO @Agua_Gto @NvaIzq @lineadir,Arturo Bravo Guadarrama,"Guanajuato, Capital","Arturo Bravo Guadarrama, Arquitecto de formación, dedicado a la política, con visión de Izquierda.",543,True ,Partido De La Revolución Democrática,NACIONAL,ARTURO BRAVO GUADARRAMA,50
Thu Mar 22 19:42:26 +0000 2018,braguaarturo,En el día mundial del agua presente en la @Mx_Diputados  una Proposición con Punto de Acuerdo por el que se Exhorta a la SEMARNAT Y A LA PROFEPA a que Declaren en Contingencia Ambiental a la laguna de Yuriria. @PAOTGTO @Agua_Gto @jamg059 @SEMARNAT_mx @PROFEPA_Mx @DiputadosPRD_ https://t.co/eutWbFRK23,Arturo Bravo Guadarrama,"Guanajuato, Capital","Arturo Bravo Guadarrama, Arquitecto de formación, dedicado a la política, con visión de Izquierda.",543,True ,Partido De La Revolución Democrática,NACIONAL,ARTURO BRAVO GUADARRAMA,50
Thu Mar 22 19:01:55 +0000 2018,braguaarturo,Hoy en el #DíaMundialDelAgua debemos tomar consciencia de la importancia que tiene el agua dulce en nuestras vidas. La contaminación y la sobre explotación son los mayores retos que enfrentamos. @DiputadosPRD_ @PAOTGTO @Agua_Gto @NvaIzq @lineadir @GuanajuatoPRD https://t.co/tmarRlqbSA,Arturo Bravo Guadarrama,"Guanajuato, Capital","Arturo Bravo Guadarrama, Arquitecto de formación, dedicado a la política, con visión de Izquierda.",543,True ,Partido De La Revolución Democrática,NACIONAL,ARTURO BRAVO GUADARRAMA,50
Wed Mar 21 00:50:48 +0000 2018,braguaarturo,"Hoy en @Mx_Diputados se aprobó el dictamen de la Comisión de Cambio Climático,  por el que se Faculta a los municipios, para instrumentar políticas y acciones en materia de alumbrado público sustentable y eficiente. @DiputadosPRD_ @GuanajuatoPRD @FaroAmarillo @ieeguanajuato https://t.co/qsYPG23m8i",Arturo Bravo Guadarrama,"Guanajuato, Capital","Arturo Bravo Guadarrama, Arquitecto de formación, dedicado a la política, con visión de Izquierda.",543,True ,Partido De La Revolución Democrática,NACIONAL,ARTURO BRAVO GUADARRAMA,50
Thu Aug 20 03:23:06 +0000 2020,yadiramarcossin,Junto a mi compañero @DiegodelBosqueV conversamos con ciudadanos y militantes de Morena sobre la necesidad de impulsar una agenda de impacto ambiental. https://t.co/zaBT11W0oP,Yadira Marcos,"Culiacán, Sinaloa",Diputada Federal por morena del Distrito 05 de Sinaloa. Coordinadora de Diputados Federales Morena Sinaloa #MayoríaDelPueblo 🇲🇽,2776,True ,Juntos Hacemos Historia,SINALOA,NANCY YADIRA SANTIAGO MARCOS,41
Thu Feb 06 22:08:53 +0000 2020,yadiramarcossin,"Respaldamos reforma a la Ley General de Desarrollo Sustentable que tiene como propósito regular los mecanismos para evitar tala clandestina, propuesta por nuestra amiga diputada @MarthaOliviaDgo, misma que fue aprobada por unanimidad. @DiputadosMorena #TransformemosJuntos 🇲🇽 https://t.co/IiK4pmYnIe",Yadira Marcos,"Culiacán, Sinaloa",Diputada Federal por morena del Distrito 05 de Sinaloa. Coordinadora de Diputados Federales Morena Sinaloa #MayoríaDelPueblo 🇲🇽,2776,True ,Juntos Hacemos Historia,SINALOA,NANCY YADIRA SANTIAGO MARCOS,41
Tue Jan 28 17:11:49 +0000 2020,yadiramarcossin,"Cuando el Gral. Lázaro Cárdenas nacionalizó el petróleo, el pueblo de México cooperó con lo que pudo (hasta gallinas) para pagar la deuda. La rifa del #AviónPresidencial a través de Lotería Nacional, no es cosa menor, es por la salud de todos los mexicanos. Yo sí compro cachito. https://t.co/HEtioSBNZ2",Yadira Marcos,"Culiacán, Sinaloa",Diputada Federal por morena del Distrito 05 de Sinaloa. Coordinadora de Diputados Federales Morena Sinaloa #MayoríaDelPueblo 🇲🇽,2776,True ,Juntos Hacemos Historia,SINALOA,NANCY YADIRA SANTIAGO MARCOS,41
Wed Nov 06 18:04:18 +0000 2019,yadiramarcossin,En la comisión de agricultura analizamos reformas para prevenir la extinción de las abejas y fomento del #MaizNativo  🐝🌽 La 4T Significa también promover un desarrollo sustentable. #FelizMiercoles  #MaizParaTodos https://t.co/YJP3y9m35c,Yadira Marcos,"Culiacán, Sinaloa",Diputada Federal por morena del Distrito 05 de Sinaloa. Coordinadora de Diputados Federales Morena Sinaloa #MayoríaDelPueblo 🇲🇽,2776,True ,Juntos Hacemos Historia,SINALOA,NANCY YADIRA SANTIAGO MARCOS,41
Wed Oct 02 01:02:16 +0000 2019,yadiramarcossin,"Les extiendo invitación a nuestro Módulo de Orientación Ciudadana a las pláticas Ecocharlas y Desarrollo Sustentable que se desarrollarán durante el mes de octubre, participa y #TransformemosJuntos 🇲🇽🌳🌿🌎 @DiputadosMorena #Ecologia https://t.co/aI8FgSwGXa",Yadira Marcos,"Culiacán, Sinaloa",Diputada Federal por morena del Distrito 05 de Sinaloa. Coordinadora de Diputados Federales Morena Sinaloa #MayoríaDelPueblo 🇲🇽,2776,True ,Juntos Hacemos Historia,SINALOA,NANCY YADIRA SANTIAGO MARCOS,41
Tue May 21 01:26:51 +0000 2019,yadiramarcossin,"Hace unas semanas aprobamos en la @Mx_Diputados el 17 de agosto como el día Nacional de la abeja para reconocer y valorar la importancia ambiental, social y económica de las abejitas. Hoy celebramos el #DiaMundialdelasAbejas ❤🐝 Aquí una muy trabajadora 👇 https://t.co/Bnh8pQrnxn",Yadira Marcos,"Culiacán, Sinaloa",Diputada Federal por morena del Distrito 05 de Sinaloa. Coordinadora de Diputados Federales Morena Sinaloa #MayoríaDelPueblo 🇲🇽,2776,True ,Juntos Hacemos Historia,SINALOA,NANCY YADIRA SANTIAGO MARCOS,41
Tue Mar 05 19:59:19 +0000 2019,yadiramarcossin,Con la reforma a la Ley de Desarrollo Rural Sustentable para garantizar equidad de género en composición de Comités Nacional de los Sistemas-Producto le decimos a las mujeres rurales que no están solas. Aprobado por unanimidad con 449. #TransformemosJuntos https://t.co/an5dg1Vw65,Yadira Marcos,"Culiacán, Sinaloa",Diputada Federal por morena del Distrito 05 de Sinaloa. Coordinadora de Diputados Federales Morena Sinaloa #MayoríaDelPueblo 🇲🇽,2776,True ,Juntos Hacemos Historia,SINALOA,NANCY YADIRA SANTIAGO MARCOS,41
Wed May 05 23:55:48 +0000 2021,soygabysegura,"@dailydoseofflow Hola! La mayoría de las nuevas madres pasan por un proceso de trauma post-parto, necesitan un tiempo mayor de adaptación a 45 días, comer y dormir mejor y retomar un ritmo de vida. El beneficio será estar más presente y con mejores condiciones para ambos. Te veo en zoom para más. https://t.co/AtOeUwQJqu",Soy Gaby Segura,"Distrito Federal, México",,25,True ,Fuerza Por México,CIUDAD DE MÉXICO,NIOBE GABRIELA SEGURA DE ALVARADO,34
Thu Nov 07 03:23:04 +0000 2019,marioarguezc,"Instalamos el grupo de amistad México-Australia, temas como educación, petróleo y fiscalización superior serían una oportunidad entre otros para nuestro país. https://t.co/PbX6IgXWq1",Mario Alberto Rodriguez Carrillo,"Zapopan, Jalisco",,1987,True ,Movimiento Ciudadano,NACIONAL,MARIO ALBERTO RODRIGUEZ CARRILLO,54
Thu May 11 16:18:08 +0000 2017,marioarguezc,"En el Consejo Municipal de Desarrollo Rural Sustentable #zapopan, se exponen avances  dell programa para la producción rural. https://t.co/nyEWfIDz5k",Mario Alberto Rodriguez Carrillo,"Zapopan, Jalisco",,1987,True ,Movimiento Ciudadano,NACIONAL,MARIO ALBERTO RODRIGUEZ CARRILLO,54
Thu Feb 09 21:48:38 +0000 2017,marioarguezc,"Estuve presente en el Consejo de Desarrollo Rural Sustentable, en la casa ejidal de La Primavera #zapopan, hablamos de productividad. https://t.co/QSfdIBvH24",Mario Alberto Rodriguez Carrillo,"Zapopan, Jalisco",,1987,True ,Movimiento Ciudadano,NACIONAL,MARIO ALBERTO RODRIGUEZ CARRILLO,54
Thu Jan 26 17:14:54 +0000 2017,marioarguezc,Iniciamos la mesa de trabajo para analizar el Código Ambiental del Municipio #zapopan tema primordial para el #DesarrolloUrbano @DeObaldiaG https://t.co/cJBG7wBKhR,Mario Alberto Rodriguez Carrillo,"Zapopan, Jalisco",,1987,True ,Movimiento Ciudadano,NACIONAL,MARIO ALBERTO RODRIGUEZ CARRILLO,54
Thu Jul 14 16:01:57 +0000 2016,marioarguezc,Presente en el Consejo de Desarrollo Sustentable en Santa Ana Tepetitlán. https://t.co/S3fulfIEWO,Mario Alberto Rodriguez Carrillo,"Zapopan, Jalisco",,1987,True ,Movimiento Ciudadano,NACIONAL,MARIO ALBERTO RODRIGUEZ CARRILLO,54
Thu Jun 02 16:22:17 +0000 2016,marioarguezc,"Consejo Mpal de Des.Rural Sustentable en el balneario ""el amigo""  en carretera San Esteban,  poblado de San Isidro https://t.co/M2b7HHDPZH",Mario Alberto Rodriguez Carrillo,"Zapopan, Jalisco",,1987,True ,Movimiento Ciudadano,NACIONAL,MARIO ALBERTO RODRIGUEZ CARRILLO,54
Fri Jan 29 20:51:12 +0000 2016,marioarguezc,"Me uno al Consejo Municipal de Desarrollo Rural Sustentable, escuchando peticiones de ejidatarios https://t.co/Zh2M16ewwL",Mario Alberto Rodriguez Carrillo,"Zapopan, Jalisco",,1987,True ,Movimiento Ciudadano,NACIONAL,MARIO ALBERTO RODRIGUEZ CARRILLO,54
Tue Jan 26 21:18:00 +0000 2016,marioarguezc,Estuve en  la presentación del Programa Municipal de Educación Ambiental #Zapopan https://t.co/FQj3CUxAGW,Mario Alberto Rodriguez Carrillo,"Zapopan, Jalisco",,1987,True ,Movimiento Ciudadano,NACIONAL,MARIO ALBERTO RODRIGUEZ CARRILLO,54
Tue Jan 26 20:08:49 +0000 2016,marioarguezc,Estuvimos en la celebración del día mundial de la educación ambiental https://t.co/WMsllmPgf7,Mario Alberto Rodriguez Carrillo,"Zapopan, Jalisco",,1987,True ,Movimiento Ciudadano,NACIONAL,MARIO ALBERTO RODRIGUEZ CARRILLO,54
Sun Sep 27 01:45:16 +0000 2020,jesusmariogarza,"#Seminario AMX excelente tema sobre los 17 Objetivos del Desarrollo Sostenible (ONU). La sociedad civil aportó en su definición, 5 años después, tenemos la responsabilidad de darlos a conocer y vigilar que se cumplan, es un legado que esperan de nosotros las futuras generaciones.",Jesús Mario Garza,,Candidato a Diputado Federal Distrito 8,144,True ,Movimiento Ciudadano,NUEVO LEÓN,JESUS MARIO GARZA GUEVARA,64
Tue Sep 29 02:29:14 +0000 2020,sylviagarfias,"¿Qué es un #GobiernoAustericida ? Aquél que elimina los recursos destinados a financiar a las pequeñas empresas, los recursos destinados al cine, ciencia, desarrollo sustentable, protección de desastres naturales.  ¡Basta de recortes absurdos, invirtamos en lo importante!",Sylvia Garfias,,"Apasionada de la vida, orgullosa madre de 3 ángeles. Diputada Federal LXIV Legislatura",4129,True ,Partido Acción Nacional,NACIONAL,SYLVIA VIOLETA GARFIAS CEDILLO,46
Sun Jun 28 19:28:48 +0000 2020,sylviagarfias,"🌳 La deforestación de bosques y árboles producen un 15% de emisión de CO2 anual en todo el mundo, superando a la generada por vehículos, barcos y otros medios de transporte.  Siembra un árbol, cuídalo y aportamos a la protección del medio ambiente. #HazLoTuyo https://t.co/IK6NXQXRgj",Sylvia Garfias,,"Apasionada de la vida, orgullosa madre de 3 ángeles. Diputada Federal LXIV Legislatura",4129,True ,Partido Acción Nacional,NACIONAL,SYLVIA VIOLETA GARFIAS CEDILLO,46
Mon Jun 22 22:01:40 +0000 2020,sylviagarfias,Por un México Sustentable  #QueLoDigaMéxico https://t.co/eQ2d6pni97,Sylvia Garfias,,"Apasionada de la vida, orgullosa madre de 3 ángeles. Diputada Federal LXIV Legislatura",4129,True ,Partido Acción Nacional,NACIONAL,SYLVIA VIOLETA GARFIAS CEDILLO,46
Fri Jun 05 14:03:00 +0000 2020,sylviagarfias,"Las personas, las empresas y los gobiernos debemos convertirnos en agentes activos del desarrollo sostenible y en el cambio de actitud hacia temas ambientales. Tenemos una responsabilidad compartida. En 2020, el tema del #DíaMundialMedioAmbiente es la Biodiversidad. https://t.co/wVDkLIbmM4",Sylvia Garfias,,"Apasionada de la vida, orgullosa madre de 3 ángeles. Diputada Federal LXIV Legislatura",4129,True ,Partido Acción Nacional,NACIONAL,SYLVIA VIOLETA GARFIAS CEDILLO,46
Wed May 27 02:58:02 +0000 2020,sylviagarfias,"@GobiernoMX debe reconsiderar e impulsar la producción de energías limpias, ya que México tiene un alto potencial de generación de estas energías, además de ser más baratas y menos contaminantes. #PorUnMéxicoSustentable https://t.co/PcHE3XHe7i",Sylvia Garfias,,"Apasionada de la vida, orgullosa madre de 3 ángeles. Diputada Federal LXIV Legislatura",4129,True ,Partido Acción Nacional,NACIONAL,SYLVIA VIOLETA GARFIAS CEDILLO,46
Tue May 26 20:10:08 +0000 2020,sylviagarfias,"La quema de combustóleo genera ➕emisiones de dióxido de carbono, lo que provoca calentamiento global 🌡️ . El @GobiernoMX con ésta práctica, no cumple los acuerdos de la agenda de los Objetivos de Desarrollo Sostenible de la ONU, de los que México es parte.   #MéxicoSustentable https://t.co/eyyA81beSt",Sylvia Garfias,,"Apasionada de la vida, orgullosa madre de 3 ángeles. Diputada Federal LXIV Legislatura",4129,True ,Partido Acción Nacional,NACIONAL,SYLVIA VIOLETA GARFIAS CEDILLO,46
Tue May 26 15:56:23 +0000 2020,sylviagarfias,"@GobiernoMX debe reconsiderar e impulsar la producción de energías limpias, ya que México tiene un alto potencial de generación de estas energías, además de ser más baratas y menos contaminantes.  #MéxicoSustentable https://t.co/f0TPOePrQn",Sylvia Garfias,,"Apasionada de la vida, orgullosa madre de 3 ángeles. Diputada Federal LXIV Legislatura",4129,True ,Partido Acción Nacional,NACIONAL,SYLVIA VIOLETA GARFIAS CEDILLO,46
Sat Mar 21 17:29:18 +0000 2020,sylviagarfias,¿Sabías qué?  Los bosques albergan alrededor del 80% de la biodiversidad terrestre mundial. #DíaInternacionalDeLosBosques #CuidemosElMedioAmbiente #SylviaGarfias https://t.co/VwuP0uDB1z,Sylvia Garfias,,"Apasionada de la vida, orgullosa madre de 3 ángeles. Diputada Federal LXIV Legislatura",4129,True ,Partido Acción Nacional,NACIONAL,SYLVIA VIOLETA GARFIAS CEDILLO,46
Tue Mar 10 19:30:35 +0000 2020,sylviagarfias,Mezcla de petróleo pierde casi tercera parte de su valor; cierra en 24.43 dólares https://t.co/pJDDozClxN https://t.co/iAAm9mKTRR,Sylvia Garfias,,"Apasionada de la vida, orgullosa madre de 3 ángeles. Diputada Federal LXIV Legislatura",4129,True ,Partido Acción Nacional,NACIONAL,SYLVIA VIOLETA GARFIAS CEDILLO,46
Sun Sep 09 21:49:53 +0000 2018,sylviagarfias,"Para combatir la pobreza sería mejor instalar, por ejemplo, paneles solares como planteamiento de carácter económico y ambiental. https://t.co/6EeGbW5v6T",Sylvia Garfias,,"Apasionada de la vida, orgullosa madre de 3 ángeles. Diputada Federal LXIV Legislatura",4129,True ,Partido Acción Nacional,NACIONAL,SYLVIA VIOLETA GARFIAS CEDILLO,46
Wed Aug 22 17:39:04 +0000 2018,davidlopezdlc,"¡Los invito a correr con causa!  Este sábado 25 de agosto acompáñanos en la carrera “Corriendo Contra el Cáncer Infantil”, que dará inicio en el Parque Ambiental Bicentenario a las 7:30 a.m. ¡Súmate! https://t.co/Y9ShWb3E4Q",David Lopez Cardenas,Metepec Edo. de México,"Esposo, padre de familia, politólogo, militante Priista de toda la vida y migrante por este mundo.",13234,True ,Partido Revolucionario Institucional,NACIONAL,DAVID LOPEZ CARDENAS,41
